id,cost,latitude,longitude,name,description,photo_url,r1/name,r1/latitude,r1/longitude,r1/price_range,r1/user_rating,r1/photos_url,r1/cuisines,r1/has_online_delivery,r2/name,r2/latitude,r2/longitude,r2/price_range,r2/user_rating,r2/photos_url,r2/cuisines,r2/has_online_delivery,r3/name,r3/latitude,r3/longitude,r3/price_range,r3/user_rating,r3/photos_url,r3/cuisines,r3/has_online_delivery,r4/name,r4/latitude,r4/longitude,r4/price_range,r4/user_rating,r4/photos_url,r4/cuisines,r4/has_online_delivery
58,2640,47.62908,-122.33685,South Lake Union,"Surrounding the University of Washington, the University District is an eclectic mix of urban shopping areas; historic homes and architecture; and great cafes, pubs, restaurants, and theaters.",https://uploads.visitseattle.org/2015/02/LakeUnion_NickHallPhotography-300x164.jpg,El Chupacabra,47.6278003,-122.3338165,2,2.6,https://www.zomato.com/seattle/el-chupacabra-south-lake-union/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Vegetarian, Mexican",0,Starbucks,47.62993333,-122.3406222,1,3.1,https://www.zomato.com/seattle/starbucks-1-westlake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Chandler's Crabhouse,47.62683,-122.33344,3,3.9,https://www.zomato.com/seattle/chandlers-crabhouse-south-lake-union/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Seafood, Pacific Northwest",0,Duke's Seafood & Chowder,47.62683,-122.33344,2,3.7,https://www.zomato.com/seattle/dukes-seafood-chowder-south-lake-union/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Pacific Northwest, Seafood",0
59,1512,47.66073,-122.305045,University District,,,Pagliacci Pizza,47.658314,-122.303762,2,0,https://www.zomato.com/seattle/pagliacci-pizza-2-university-district/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Pizza, Italian",0,Din Tai Fung University Village,47.66,-122.3,1,3,https://www.zomato.com/seattle/din-tai-fung-university-village-university-district/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Dim Sum,0,Blue C Sushi,47.661835,-122.300073,3,3.4,https://www.zomato.com/seattle/blue-c-sushi-university-district/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Sushi, Japanese",0,Din Tai Fung,47.6616645,-122.2996744,2,3.9,https://www.zomato.com/seattle/din-tai-fung-university-district/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Taiwanese, Chinese",0
60,2110,47.622282,-122.354226,Uptown,,,Taylor Shellfish Oyster Bar,47.62335,-122.35522,2,3.3,https://www.zomato.com/seattle/taylor-shellfish-oyster-bar-queen-anne-lower/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Pacific Northwest, Seafood",0,Agave Cocina and Tequilas | Queen Anne,47.6233842,-122.3552352,2,3,https://www.zomato.com/seattle/agave-cocina-and-tequilas-queen-anne-queen-anne-lower/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Mexican,0,Starbucks,47.62289722,-122.3562611,1,3.3,https://www.zomato.com/seattle/starbucks-queen-anne-lower/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Roaring Bowl,47.6238216,-122.3552372,3,3.3,https://www.zomato.com/seattle/roaring-bowl-queen-anne-lower/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Japanese, Korean",0
61,1973,47.658763,-122.334464,Wallingford,,,Chutneys Bistro,47.660629,-122.3356995,2,3.6,https://www.zomato.com/seattle/chutneys-bistro-wallingford/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Indian,0,Trophy Cupcakes,47.660629,-122.3356995,1,3.9,https://www.zomato.com/seattle/trophy-cupcakes-wallingford/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Desserts,0,Julia's,47.66046111,-122.3362361,2,3.3,https://www.zomato.com/seattle/julias-wallingford/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"American, Breakfast",0,Fainting Goat Gelato,47.6611909,-122.3347497,1,4.1,https://www.zomato.com/seattle/fainting-goat-gelato-wallingford/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Ice Cream, Desserts",0
62,2110,47.636611,-122.342938,Westlake,"Join the summer and fall crowds that pack the piers to drink in the seemingly endless sunshine, just steps from the downtown core.",https://uploads.visitseattle.org/2015/03/AlkiBeach_NickHallPhotography-300x213.jpg,Electric Boat Cafe,47.6377816,-122.339901,1,0,https://www.zomato.com/seattle/electric-boat-cafe-westlake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Boathouse Deli,47.6354325,-122.3397656,1,3,https://www.zomato.com/seattle/boathouse-deli-westlake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Sandwich,0,Deli & Espresso,47.638684,-122.340955,1,0,https://www.zomato.com/seattle/deli-espresso-westlake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Subway,47.6337759,-122.3407696,1,0,https://www.zomato.com/seattle/subway-westlake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Fast Food, Sandwich",0
63,1470,47.5535,-122.3804,Fairmount Park,,,The Thaitan,47.555098,-122.386773,2,4,https://www.zomato.com/seattle/the-thaitan-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Thai, Vietnamese",0,Outwest,47.553764,-122.387316,2,0,https://www.zomato.com/seattle/outwest-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Bar Food,0,Ephesus,47.555218,-122.387202,2,4.1,https://www.zomato.com/seattle/ephesus-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Turkish,0,New Luck Toy,47.55017,-122.387394,2,0,https://www.zomato.com/seattle/new-luck-toy-west-seattle/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Bar Food, Chinese",0
64,1831.5,47.627316,-122.366882,Roosevelt,,,Gourmondo On Elliot Ave,47.6260033,-122.3682906,1,2.8,https://www.zomato.com/seattle/gourmondo-on-elliot-ave-queen-anne-lower/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Sandwich, Cafe",0,Number 6 Cider,47.6274223,-122.3698901,1,0,https://www.zomato.com/seattle/number-6-cider-interbay/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Beverages, Bar Food",0,Fuji Bakery,47.628282,-122.370216,1,2.9,https://www.zomato.com/seattle/fuji-bakery-queen-anne-upper/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Coffee and Tea, Desserts",0,Chen's Village,47.624325,-122.3649444,2,3.6,https://www.zomato.com/seattle/chens-village-queen-anne-lower/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Chinese,0
65,1980,47.605,-122.3344,Downtown,,,Starbucks,47.6049811,-122.3342493,1,2.8,https://www.zomato.com/seattle/starbucks-10-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Pho Cyclo Cafe,47.6049811,-122.3342493,1,3.2,https://www.zomato.com/seattle/pho-cyclo-cafe-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Asian, Vietnamese",0,Pabla Punjabi Cuisine,47.605031,-122.334122,1,2.5,https://www.zomato.com/seattle/pabla-punjabi-cuisine-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Indian,0,Pita Xpress,47.6050961,-122.3339438,1,0,https://www.zomato.com/seattle/pita-xpress-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Greek, Mediterranean",0
66,1977,47.6322,-122.3416,Westlake,,,Pasta Freska,47.63256,-122.34095,3,3.7,https://www.zomato.com/seattle/pasta-freska-westlake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Italian,0,Subway,47.6337759,-122.3407696,1,0,https://www.zomato.com/seattle/subway-westlake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Fast Food, Sandwich",0,Starbucks,47.6300655,-122.3426102,1,3.1,https://www.zomato.com/seattle/starbucks-westlake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Taco Del Mar,47.6300101,-122.3425926,1,3.1,https://www.zomato.com/seattle/taco-del-mar-westlake/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Mexican,0
67,1923,47.6418,-122.3265,Eastlake,,,Pomodoro Ristorante,47.64148611,-122.3257833,3,3.7,https://www.zomato.com/seattle/pomodoro-ristorante-eastlake-lake-union/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Italian,0,Pecado Bueno,47.641286,-122.325694,1,0,https://www.zomato.com/seattle/pecado-bueno-eastlake-lake-union/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Latin American, Mexican",0,Starbucks,47.6410216,-122.3255619,1,2.6,https://www.zomato.com/seattle/starbucks-eastlake-lake-union/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Cafe,0,Otter Bar & Burger,47.64019,-122.32598,2,0,https://www.zomato.com/seattle/otter-bar-burger-auburn/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,Burger,0
68,2935,47.60621,-122.33207,Denny Triangle,,,Market Fresh,47.6062729,-122.3320172,1,3.2,https://www.zomato.com/seattle/market-fresh-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Asian, Healthy Food, Salad",0,Cafe Five,47.6058944,-122.3318101,1,0,https://www.zomato.com/seattle/cafe-five-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Cafe, Sandwich",0,Mel's Market,47.60602,-122.33298,2,3.3,https://www.zomato.com/seattle/mels-market-downtown/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Burger, Sandwich",0,Fusion on the Run,47.6066004,-122.3329838,1,3.3,https://www.zomato.com/fusion-on-the-run-food-truck/photos?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1#tabtop,"Hawaiian, Mexican, Fusion",0
